name,email,industry,message,label,rule_label,ai_label,final_label
Ivy Jones,ivy.jones1731@example.com,Consulting,No immediate plans to buy,Cold
Hank Davis,hank.davis1732@example.com,Finance,Looking for information about your services,Warm
Bob Smith,bob.smith1733@example.com,Marketing,Looking for information about your services,Warm
Alice Brown,alice.brown1734@example.com,Marketing,Schedule a meeting to discuss the order,Hot
Eve Wilson,eve.wilson1735@example.com,Marketing,I am just curious about your offerings,Cold
Bob Johnson,bob.johnson1736@example.com,Consulting,I'm interested but need more details,Warm
Diana Williams,diana.williams1737@example.com,Tech,Just browsing your website,Cold
Ivy Brown,ivy.brown1738@example.com,Finance,I am just curious about your offerings,Cold
Diana Davis,diana.davis1739@example.com,Consulting,I'm interested but need more details,Warm
Bob Taylor,bob.taylor1740@example.com,Education,No immediate plans to buy,Cold
Diana Miller,diana.miller1741@example.com,Finance,I'm interested but need more details,Warm
Alice Johnson,alice.johnson1742@example.com,Tech,Can you share pricing information?,Warm
Hank Brown,hank.brown1743@example.com,Consulting,Not looking for services currently,Cold
Alice Williams,alice.williams1744@example.com,Healthcare,Schedule a meeting to discuss the order,Hot
Eve Jones,eve.jones1745@example.com,Consulting,Looking for information about your services,Warm
Ivy Wilson,ivy.wilson1746@example.com,Tech,Not looking for services currently,Cold
Charlie Wilson,charlie.wilson1747@example.com,Marketing,No immediate plans to buy,Cold
Eve Wilson,eve.wilson1748@example.com,Tech,Looking to hire your services immediately,Hot
Bob Williams,bob.williams1749@example.com,Marketing,Not looking for services currently,Cold
Hank Smith,hank.smith1750@example.com,Consulting,Maybe in the future I will contact you,Cold
Ivy Taylor,ivy.taylor1751@example.com,Marketing,Not looking for services currently,Cold
Frank Davis,frank.davis1752@example.com,Education,No immediate plans to buy,Cold
Frank Johnson,frank.johnson1753@example.com,Retail,"Maybe later, still evaluating options",Warm
Frank Smith,frank.smith1754@example.com,Consulting,Looking for information about your services,Warm
Ivy Jones,ivy.jones1755@example.com,Consulting,Just browsing your website,Cold
Hank Davis,hank.davis1756@example.com,Finance,"Maybe later, still evaluating options",Warm
Eve Garcia,eve.garcia1757@example.com,Marketing,Looking to hire your services immediately,Hot
Grace Garcia,grace.garcia1758@example.com,Finance,Looking to hire your services immediately,Hot
Jack Davis,jack.davis1759@example.com,Retail,Maybe in the future I will contact you,Cold
Eve Jones,eve.jones1760@example.com,Education,Could you send me a brochure?,Warm
Charlie Williams,charlie.williams1761@example.com,Marketing,I'm interested but need more details,Warm
Diana Smith,diana.smith1762@example.com,Finance,I'm interested but need more details,Warm
Ivy Wilson,ivy.wilson1763@example.com,Tech,Not looking for services currently,Cold
Frank Davis,frank.davis1764@example.com,Consulting,Schedule a meeting to discuss the order,Hot
Bob Miller,bob.miller1765@example.com,Healthcare,Please send me the proposal ASAP,Hot
Alice Jones,alice.jones1766@example.com,Healthcare,No immediate plans to buy,Cold
Frank Brown,frank.brown1767@example.com,Consulting,We are ready to purchase now,Hot
Alice Jones,alice.jones1768@example.com,Marketing,Just browsing your website,Cold
Grace Wilson,grace.wilson1769@example.com,Consulting,I am just curious about your offerings,Cold
Jack Taylor,jack.taylor1770@example.com,Education,Schedule a meeting to discuss the order,Hot
Eve Garcia,eve.garcia1771@example.com,Finance,No immediate plans to buy,Cold
Eve Wilson,eve.wilson1772@example.com,Consulting,Just browsing your website,Cold
Frank Miller,frank.miller1773@example.com,Marketing,I am just curious about your offerings,Cold
Alice Taylor,alice.taylor1774@example.com,Finance,I need a quote for our project,Hot
Bob Brown,bob.brown1775@example.com,Finance,No immediate plans to buy,Cold
Eve Taylor,eve.taylor1776@example.com,Tech,Maybe in the future I will contact you,Cold
Ivy Williams,ivy.williams1777@example.com,Education,I need a quote for our project,Hot
Hank Davis,hank.davis1778@example.com,Consulting,Could you send me a brochure?,Warm
Diana Davis,diana.davis1779@example.com,Tech,Looking for information about your services,Warm
Jack Garcia,jack.garcia1780@example.com,Education,"Maybe later, still evaluating options",Warm
Jack Miller,jack.miller1781@example.com,Healthcare,I want a demo for enterprise solution,Hot
Grace Miller,grace.miller1782@example.com,Healthcare,"Maybe later, still evaluating options",Warm
Charlie Wilson,charlie.wilson1783@example.com,Tech,No immediate plans to buy,Cold
Bob Taylor,bob.taylor1784@example.com,Retail,Could you send me a brochure?,Warm
Charlie Brown,charlie.brown1785@example.com,Education,Not looking for services currently,Cold
Hank Jones,hank.jones1786@example.com,Finance,Maybe in the future I will contact you,Cold
Diana Garcia,diana.garcia1787@example.com,Finance,Not looking for services currently,Cold
Bob Jones,bob.jones1788@example.com,Healthcare,I am just curious about your offerings,Cold
Jack Wilson,jack.wilson1789@example.com,Finance,I'm interested but need more details,Warm
Bob Jones,bob.jones1790@example.com,Healthcare,I'm interested but need more details,Warm
Ivy Smith,ivy.smith1791@example.com,Consulting,Maybe in the future I will contact you,Cold
Eve Miller,eve.miller1792@example.com,Healthcare,Could you send me a brochure?,Warm
Charlie Smith,charlie.smith1793@example.com,Tech,Can you share pricing information?,Warm
Ivy Jones,ivy.jones1794@example.com,Healthcare,Not looking for services currently,Cold
Grace Jones,grace.jones1795@example.com,Healthcare,"Maybe later, still evaluating options",Warm
Jack Miller,jack.miller1796@example.com,Retail,Looking for information about your services,Warm
Alice Taylor,alice.taylor1797@example.com,Finance,Just browsing your website,Cold
Hank Taylor,hank.taylor1798@example.com,Retail,Looking for information about your services,Warm
Diana Jones,diana.jones1799@example.com,Healthcare,I need a quote for our project,Hot
Charlie Williams,charlie.williams1800@example.com,Finance,I'm interested but need more details,Warm
Ivy Garcia,ivy.garcia1801@example.com,Marketing,Could you send me a brochure?,Warm
Jack Wilson,jack.wilson1802@example.com,Finance,I am just curious about your offerings,Cold
Alice Taylor,alice.taylor1803@example.com,Education,Could you send me a brochure?,Warm
Jack Smith,jack.smith1804@example.com,Consulting,Just browsing your website,Cold
Hank Johnson,hank.johnson1805@example.com,Tech,I am just curious about your offerings,Cold
Frank Brown,frank.brown1806@example.com,Tech,Schedule a meeting to discuss the order,Hot
Grace Garcia,grace.garcia1807@example.com,Tech,I need a quote for our project,Hot
Frank Smith,frank.smith1808@example.com,Consulting,Can you share pricing information?,Warm
Diana Williams,diana.williams1809@example.com,Healthcare,I'm interested but need more details,Warm
Diana Garcia,diana.garcia1810@example.com,Tech,Maybe in the future I will contact you,Cold
Alice Garcia,alice.garcia1811@example.com,Retail,I am just curious about your offerings,Cold
Alice Miller,alice.miller1812@example.com,Tech,I am just curious about your offerings,Cold
Eve Miller,eve.miller1813@example.com,Retail,Can you share pricing information?,Warm
Grace Wilson,grace.wilson1814@example.com,Consulting,Can you share pricing information?,Warm
Ivy Smith,ivy.smith1815@example.com,Healthcare,Please send me the proposal ASAP,Hot
Grace Brown,grace.brown1816@example.com,Marketing,Just browsing your website,Cold
Ivy Smith,ivy.smith1817@example.com,Retail,I need a quote for our project,Hot
Hank Jones,hank.jones1818@example.com,Tech,Just browsing your website,Cold
Jack Johnson,jack.johnson1819@example.com,Healthcare,Just browsing your website,Cold
Hank Smith,hank.smith1820@example.com,Healthcare,Schedule a meeting to discuss the order,Hot
Eve Wilson,eve.wilson1821@example.com,Retail,I'm interested but need more details,Warm
Charlie Davis,charlie.davis1822@example.com,Healthcare,Please send me the proposal ASAP,Hot
Jack Taylor,jack.taylor1823@example.com,Consulting,Schedule a meeting to discuss the order,Hot
Bob Williams,bob.williams1824@example.com,Retail,Not looking for services currently,Cold
Charlie Garcia,charlie.garcia1825@example.com,Finance,I need a quote for our project,Hot
Alice Johnson,alice.johnson1826@example.com,Healthcare,I want a demo for enterprise solution,Hot
Diana Brown,diana.brown1827@example.com,Education,"Maybe later, still evaluating options",Warm
Alice Wilson,alice.wilson1828@example.com,Tech,I need a quote for our project,Hot
Alice Jones,alice.jones1829@example.com,Consulting,Just browsing your website,Cold
Diana Brown,diana.brown1830@example.com,Consulting,I'm interested but need more details,Warm
Ivy Smith,ivy.smith1831@example.com,Retail,No immediate plans to buy,Cold
Grace Garcia,grace.garcia1832@example.com,Marketing,Can you share pricing information?,Warm
Bob Brown,bob.brown1833@example.com,Consulting,Maybe in the future I will contact you,Cold
Eve Jones,eve.jones1834@example.com,Tech,I'm interested but need more details,Warm
Diana Davis,diana.davis1835@example.com,Healthcare,Looking for information about your services,Warm
Frank Wilson,frank.wilson1836@example.com,Consulting,I am just curious about your offerings,Cold
Ivy Garcia,ivy.garcia1837@example.com,Education,Not looking for services currently,Cold
Alice Taylor,alice.taylor1838@example.com,Education,Maybe in the future I will contact you,Cold
Charlie Wilson,charlie.wilson1839@example.com,Education,Schedule a meeting to discuss the order,Hot
Grace Johnson,grace.johnson1840@example.com,Healthcare,Maybe in the future I will contact you,Cold
Diana Johnson,diana.johnson1841@example.com,Marketing,Maybe in the future I will contact you,Cold
Jack Brown,jack.brown1842@example.com,Consulting,Maybe in the future I will contact you,Cold
Jack Williams,jack.williams1843@example.com,Finance,I am just curious about your offerings,Cold
Frank Jones,frank.jones1844@example.com,Marketing,Maybe in the future I will contact you,Cold
Alice Taylor,alice.taylor1845@example.com,Finance,Could you send me a brochure?,Warm
Bob Taylor,bob.taylor1846@example.com,Education,"Maybe later, still evaluating options",Warm
Diana Smith,diana.smith1847@example.com,Finance,Just browsing your website,Cold
Alice Williams,alice.williams1848@example.com,Healthcare,I need a quote for our project,Hot
Hank Miller,hank.miller1849@example.com,Retail,Just browsing your website,Cold
Eve Taylor,eve.taylor1850@example.com,Tech,Maybe in the future I will contact you,Cold
Diana Jones,diana.jones1851@example.com,Finance,Maybe in the future I will contact you,Cold
Eve Davis,eve.davis1852@example.com,Tech,Looking for information about your services,Warm
Frank Taylor,frank.taylor1853@example.com,Tech,We are ready to purchase now,Hot
Alice Jones,alice.jones1854@example.com,Marketing,Can you share pricing information?,Warm
Hank Williams,hank.williams1855@example.com,Consulting,Looking to hire your services immediately,Hot
Charlie Taylor,charlie.taylor1856@example.com,Consulting,I need a quote for our project,Hot
Ivy Davis,ivy.davis1857@example.com,Finance,Just browsing your website,Cold
Jack Smith,jack.smith1858@example.com,Healthcare,Just browsing your website,Cold
Charlie Williams,charlie.williams1859@example.com,Finance,I'm interested but need more details,Warm
Hank Brown,hank.brown1860@example.com,Retail,Can you share pricing information?,Warm
Jack Wilson,jack.wilson1861@example.com,Retail,Maybe in the future I will contact you,Cold
Frank Brown,frank.brown1862@example.com,Education,I am just curious about your offerings,Cold
Grace Brown,grace.brown1863@example.com,Tech,"Maybe later, still evaluating options",Warm
Grace Jones,grace.jones1864@example.com,Consulting,We are ready to purchase now,Hot
Charlie Taylor,charlie.taylor1865@example.com,Marketing,Maybe in the future I will contact you,Cold
Bob Williams,bob.williams1866@example.com,Consulting,Just browsing your website,Cold
Ivy Wilson,ivy.wilson1867@example.com,Marketing,I need a quote for our project,Hot
Frank Brown,frank.brown1868@example.com,Tech,Not looking for services currently,Cold
Bob Garcia,bob.garcia1869@example.com,Education,I am just curious about your offerings,Cold
Diana Brown,diana.brown1870@example.com,Retail,Just browsing your website,Cold
Charlie Johnson,charlie.johnson1871@example.com,Tech,Maybe in the future I will contact you,Cold
Eve Wilson,eve.wilson1872@example.com,Consulting,Please send me the proposal ASAP,Hot
Alice Davis,alice.davis1873@example.com,Retail,Maybe in the future I will contact you,Cold
Grace Wilson,grace.wilson1874@example.com,Retail,Could you send me a brochure?,Warm
Frank Williams,frank.williams1875@example.com,Consulting,Just browsing your website,Cold
Jack Jones,jack.jones1876@example.com,Marketing,I need a quote for our project,Hot
Frank Miller,frank.miller1877@example.com,Consulting,Just browsing your website,Cold
Alice Wilson,alice.wilson1878@example.com,Finance,We are ready to purchase now,Hot
Ivy Wilson,ivy.wilson1879@example.com,Tech,Maybe in the future I will contact you,Cold
Bob Garcia,bob.garcia1880@example.com,Retail,Not looking for services currently,Cold
Diana Brown,diana.brown1881@example.com,Consulting,Maybe in the future I will contact you,Cold
Eve Taylor,eve.taylor1882@example.com,Tech,I am just curious about your offerings,Cold
